ID,name,reel_link
198,Range Dine In & Kitchen,https://www.instagram.com/reel/C2mvC5CPIuW/?igsh=ZXE3dGVyMXgzNTh1
199,Food Mama,https://www.instagram.com/reel/C1Wt-OJP33E/?igsh=MXFxbjY3aWZ2MndsZQ==
200,Nagashrees,https://www.instagram.com/reel/C3mELXzP7mq/?igsh=MTlkZjBueTNvMWRqaQ==
201,Bruhat Benagluru Donne Biriyani,https://www.instagram.com/reel/C3byCcJv3qg/?igsh=dTJvZXJpMTN2dzE2
202,Sri Manjunatha fruit salad,https://www.instagram.com/reel/C3ZozvrvJoz/?igsh=azBzb3F3Y3FwZW54
203,GrannysOmlette,https://www.instagram.com/reel/C3U8JUhv0qx/?igsh=b2FrY2xzbWI2cjh6
204,RT Nagar Egg rice food cart,https://www.instagram.com/reel/C3O6CgtPBAr/?igsh=MTRjdWhlbzRnanBhZw==
205,DirtyDogs,https://www.instagram.com/reel/C3NJTr_PRag/?igsh=MWNjMmxzMTk3dzU3ZA==
206,Oven loaf restaurant and bakers,https://www.instagram.com/reel/C3HJVsvvXnY/?igsh=MTFmejV0dmpqbjdjOA==
207,Animal bar,https://www.instagram.com/reel/C3Elp-WvAoW/?igsh=NnM1NHpwY3MyYzYz
208,Pull-over drive-in,https://www.instagram.com/reel/C3CAQ4EvKSH/?igsh=Z3NjNXdpMThpNWkx
209,Naati café,https://www.instagram.com/reel/C2_bjDvPdzs/?igsh=MWE2d3FodzhsdWN3eQ==
210,Mavalli Biriyani- taste of 1952,https://www.instagram.com/reel/C23tLTUPywX/?igsh=MTF4NzRqOWpuYWhwbA==
211,Kudla Restaurant,https://www.instagram.com/reel/C2zqvwZvgBy/?igsh=MTFkd2Y3dG03cjB1Yg==
212,Hyperscoop,https://www.instagram.com/reel/C2zCh_bPbXM/?igsh=MTQwc3dxdm9rdHdq
213,Snack O pedia,https://www.instagram.com/reel/C2yjrVKP0ki/?igsh=MXQwbXkwcjI2czM3cw==
214,Food mama,https://www.instagram.com/reel/C2whdHQvTjK/?igsh=MTE3OHo0c25qbjkyOA==
215,Cauvery military hotel,https://www.instagram.com/reel/C2euPZtPPP_/?igsh=bng3YWF0dGtocWZu
216,Hotel Sudish,https://www.instagram.com/reel/C2b54C9Puah/?igsh=Y2tzbWZucXBmMXFy
217,Bao Bao,https://www.instagram.com/reel/C2WP1gGPOhx/?igsh=Yno2b3g4dTJtbXBx
218,Cake Nagar,https://www.instagram.com/reel/C2TtnQHP9kN/?igsh=cmJjZnoxNTZ3amo1
219,IDC  Kitchen,https://www.instagram.com/reel/C2OhA9NP7Mp/?igsh=MTI4aXYwMGwza3lpYQ==
220,BurgerMan,https://www.instagram.com/reel/C2MhmVyvm3T/?igsh=d25ycDR0NDJ1a3Y1
221,Tovo Restaurant,https://www.instagram.com/reel/C2CKaquP_yO/?igsh=Yng3eGU0djNkZWdw
222,Fries Factory,https://www.instagram.com/reel/C189bB-Pm91/?igsh=dWkyNjBtc2p6enY0
223,Grand wedding biriyani,https://www.instagram.com/reel/C1yJK7_v40q/?igsh=MWdoMGxrdzVhcDgydg==
224,Rollztik,https://www.instagram.com/reel/C1vmvgqP7va/?igsh=M2ZudnV3aGtmaWo0
225,Parka Restobar,https://www.instagram.com/reel/C1t17Shoq8M/?igsh=cHF3bXQ1MmJvcm9o
226,Nada Ruchi,https://www.instagram.com/reel/C1tHL8pIOmM/?igsh=MWs3c3F1bXQ5c25ydg==
227,D NAPLES PIZZA,https://www.instagram.com/reel/C1qeaaJvERH/?igsh=eTFhZzlxaDZ6N3U5
228,Sri V Foods,https://www.instagram.com/reel/C1jaKGkPpl-/?igsh=cXQ5M3M3Z3YzcWlj
229,Naati kuteera family restaurant,https://www.instagram.com/reel/C1gDuLWvBEW/?igsh=bHA1YTQwcXpsZnEy
230,Kshatriya's baduta,https://www.instagram.com/reel/C1eFMggv_yz/?igsh=MWhsaWdodXFweTFrZg==
231,Chiru's Biriyani House,https://www.instagram.com/reel/C1a7Vvlvcfm/?igsh=OTdkMmd5MGZqMjNt
232,Karnatabala,https://www.instagram.com/reel/C1OreDKPmiD/?igsh=MXVxdWkyYXRtamZ1eQ==
233,Torye,https://www.instagram.com/reel/C1Ljposvv4P/?igsh=MXc3ZnlpenZqd3I1cA==
234,Sri V Foods,https://www.instagram.com/reel/C1KKDHsvyqu/?igsh=MTMxNGJiaWRua2g5dw==
235,House of Dakshina,https://www.instagram.com/reel/C1JjBorvPq7/?igsh=bHJrOTd4Nzl4ZDN1
236,Coal Flame Biriyani,https://www.instagram.com/reel/C1EWWSIvlZ_/?igsh=cmplOHgwa2Y0YWI4
237,HABENBRO,https://www.instagram.com/reel/C1D1VYKv7pM/?igsh=ODdwYTAxY3A3eTBt
238,Food Springs,https://www.instagram.com/reel/C006tQ9PXa8/?igsh=a2Y0ZGpzbzNkaWJq
239,Quarter Coffee Outlet,https://www.instagram.com/reel/C00ZebFPlvV/?igsh=YmNiYjVuOXpzOHI5
240,Bengaluru Aramane Donne Biriyani,https://www.instagram.com/reel/C0x0gSUP_bg/?igsh=dTU3eHI2NHo3ZHk4
241,Sree Banashankari hotel,https://www.instagram.com/reel/C0tNtOyvfS1/?igsh=MTl6ZTF5cjZteGh6cw==
242,Simplee Shawarma,https://www.instagram.com/reel/C0qG-FtPmDa/?igsh=MTFhdGh6YjZia3Y4bA==
243,Hotel Thirthalli,https://www.instagram.com/reel/C0lesByvxud/?igsh=dGRpN3ZrZ255c2Vw
244,Aahara At Majestic,https://www.instagram.com/reel/C0i24ppvATc/?igsh=bWU0ZTBrd3V6dzhr
245,Malgudi Mylari Mane,https://www.instagram.com/reel/C0fyvB1PDTo/?igsh=cHB0c3V6eHl2anht
246,New Chaakana Kitchen,https://www.instagram.com/reel/C0S70wXvMHk/?igsh=NjJmNTJnaGhsOW8y
247,Appu's Food Lovers Kitchen,https://www.instagram.com/reel/C0OtykRvL6E/?igsh=YXpuc2M1MDRiYmhw
248,Nati & co,https://www.instagram.com/reel/C0IjK4WvQP5/?igsh=cmpqdXZ0bG1sam9u
249,Shareat,https://www.instagram.com/reel/C0DjHkaPge7/?igsh=MWdlZzBkaTUwOXlmNg==
250,Biriyani factory,https://www.instagram.com/reel/C0BwuvcPmr8/?igsh=MTl6bmRmYzdpcHFoeA==
251,Breakfast biriyani,https://www.instagram.com/reel/Cz--24avGFo/?igsh=MXgxaXc4N3cwMDA1NQ==
252,Bahuka Restaurent,https://www.instagram.com/reel/Cz2kW2lPeDS/?igsh=MWc1MnQ5ODA3Z3MxYw==
253,Cafe Siri,https://www.instagram.com/reel/Cz0BnSRvvWv/?igsh=YjU0ZTFsenF4bmN1
254,Central Jail,https://www.instagram.com/reel/CzxcZZtvT-d/?igsh=ZjB0MGxqenRsZTc3
255,The KOI,https://www.instagram.com/reel/CzgifaovHu9/?igsh=OG5oOTVsczAxOHJ2
256,RNR Biriyani,https://www.instagram.com/reel/Czc2VoOPm_W/?igsh=cXJ4MXMxN3Nhbzlx
257,Donne biriyani Palace,https://www.instagram.com/reel/CzqlkxePUlQ/?igsh=ZTRhemlncWVkaTBp
258,The Roll Mafia,https://www.instagram.com/reel/CzahA5ivBTY/?igsh=MXVla3ZxM3EzY2h4MA==
259,Bakasura Nati uta,https://www.instagram.com/reel/CykNx8Qvawb/?igsh=MXUzamk1OHB3eW5iNA==
260,Shokudo Restaurent,https://www.instagram.com/reel/CzOVUaBvj3C/?igsh=MWxjMHYyc2s5d25zYQ==
261,Fruit ful,https://www.instagram.com/reel/CzJNA1Xv3gC/?igsh=MWt0MDBiNDk4ZGdwbQ==
262,Natural juice bar,https://www.instagram.com/reel/CzDFVdUvLv2/?igsh=MXJwcHluMng4dXBldg==
263,Made in Karunadu,https://www.instagram.com/reel/Cy4yr2nvppH/?igsh=MTV4eXZzNHQwbmswMA==
264,parika coastal village,https://www.instagram.com/reel/C4H_SOxoFiJ/?igsh=MWV4aHNvMXlwczE5Zg==
265,Santrupthi,https://www.instagram.com/reel/C2u1TFcJxtf/?igsh=MWJ4czRpOXBldDc0NQ==
266,Al amanah cafe,https://www.instagram.com/reel/C2aODhRITvr/?igsh=dWRqbmdsZnZyaXE3
267,Salt,https://www.instagram.com/reel/C2DAhXSvWgW/?igsh=MWcxeGVmOWppaG4wZA==
268,Hotel shivaprasad,https://www.instagram.com/reel/C1r129cIyWN/?igsh=MXA4emo1cjJxNmh4
269,The egg Town,https://www.instagram.com/reel/C3rkMwfRgBS/?igsh=MXB2dno2ZWk1aTMyag==
270,Bharjari Bhojana,https://www.instagram.com/reel/Cn1MG48B7A4/?igsh=cWgzNDBmMDZoNm02
271,Bhagyama idli center,https://www.instagram.com/reel/CphzB7SjN4z/?igsh=ZmJwdmpleW84ZHNq
272,South Ruchis,https://youtube.com/shorts/hMf4PwEX0qw?si=yQyekIYC2_eTvmnh
273,The next chapter,https://www.instagram.com/reel/CycdtHnPb2D/?igsh=dHNiOTF1amZqMnVj
274,Hotel Annapoorna,https://www.instagram.com/reel/CgZvfRHIgyq/?igsh=dXY3NXQ5OHNpOHUw
275,Magnolia Bakery,https://www.instagram.com/reel/C3p_t1rv-GZ/?igsh=dDBhdXQ0dHZuNXls
276,Kakal Kai Ruchi,https://www.instagram.com/reel/Cw-TX2cv88Y/?igsh=MW83aXJraGF6cXN1eg==
277,copper and pepper,https://www.instagram.com/reel/C1AH1OIPW-K/?igsh=cmpkNTdnYXlwMWR3
278,Bombay pav Bhajji and tawa butter palav,https://www.instagram.com/reel/C3hFZVRxuDv/?igsh=OHFoZWM2YWpjZ3hp
279,Guru gobi center,https://www.instagram.com/reel/C3cEZbjx1Bf/?igsh=OHQ3cGRkYWV4cTg4
280,Tositos,https://www.instagram.com/reel/C24INt4RunC/?igsh=MWc4cHlpMzUwd2pvYQ==
281,Karaikudi Chettinadu,https://www.instagram.com/reel/C1RH_bfxHyR/?igsh=M3JqbmthNmV0NWZk
282,Hempies Burgers,https://www.instagram.com/reel/C2eOz2fxFcX/?igsh=MTNoMmhnbWI0eTg1Mw==
283,Bbq chicken,ht+C82tps://www.instagram.com/reel/C1L36Whxfki/?igsh=ODV4ZWNtNnoxMnk1
284,Selam RR biriyani,https://www.instagram.com/reel/C0QnSGIxdQT/?igsh=cDFjZXY3MWc1b25k
285,Raju sweets,https://www.instagram.com/reel/C27qbp7PglI/?igsh=MXIyaHhkZTJ3aTJveQ==
286,Parkview restaurant,https://www.instagram.com/reel/CzWacxdP2CQ/?igsh=MXBwcDJ3MzM5cGJsNA==
287,Ayub's,https://www.instagram.com/reel/C3Smd_yvpPL/?igsh=MWdqdWY1dGdvaTgwYg==
288,Indian Khaana,https://www.instagram.com/reel/C4fSWWUR1fz/?igsh=cmkzYjN3emd3ejF3
289,Mr max,https://www.instagram.com/reel/C4dUTUNPXEG/?igsh=cWFzNm93a2NyYTNp
290,R K Naatu Biriyani,https://www.instagram.com/reel/C4TBH7cPfyL/?igsh=MTVobGllY3BseGUxeQ==
291,Masaleedaar desi rasooi,https://www.instagram.com/reel/C4N3lOIyxeN/?igsh=emsxZnJhMDVqamQ4
292,Oney,https://www.instagram.com/reel/C4LStvKvcYY/?igsh=eXVhaGVob3Ztd2Jw
293,Naru Noodle Bar,https://www.instagram.com/reel/C32Pl7nrrv-/?igsh=MXV1aTJ3N2ZoYzZidA==
294, Khmer Kitchen,https://www.instagram.com/reel/C3XtEKQpW_w/?igsh=MXBwNWRiZmhkZmVmYg==
295,Le Kene,https://www.instagram.com/reel/C2ETpXvr39E/?igsh=MTV4Zmp6OHI1bzdiNA==
296, 1947 Restaurant,https://www.instagram.com/reel/C2SDY4nvMXC/?igsh=MWV0OHlrdHYyeDF0aQ==
297, Water monkey cafe,https://www.instagram.com/reel/C3SVxknLlQI/?igsh=ZjduYm15aHRqZDR0
298,Unlimited food factory,https://www.instagram.com/reel/C1Er9qwvMuR/?igsh=MWF4c3piNWx0dzlibQ==
299,Desi Masala,https://www.instagram.com/reel/Cq77XdJAKr_/?igsh=MWRicW9sNTIyOXRuYw==
300, Hellan's boba, https://www.instagram.com/reel/C3P2glRIZwW/?igsh=MTYxMzM4eDJ3YTVwbw==
301,Koko,https://www.instagram.com/reel/C2l5OXoIGOj/?igsh=cDEyYW84ajJ0NjM=
302,Tuk Tuk Thai,https://www.instagram.com/reel/C3WcbymPODK/?igsh=MWl2OTNvano2Y21oaw==
303,Mykos,https://www.instagram.com/reel/C1D5cX5r3um/?igsh=ZmJtbG1mOWR6dHpk
304,Just Loaf,https://www.instagram.com/reel/C3eX8_PLJ56/?igsh=Mnkya3poenc1dThm
305,Homiga,https://www.instagram.com/reel/C2rz2FSLE1_/?igsh=MWFubWJhNXQzNW1zMw==
306,Neon Market,https://www.instagram.com/reel/C19nl9dLsjW/?igsh=enk3djRtc25lb245
307,Kappa Chakka Kandhari,https://www.instagram.com/reel/C1ws6EurXvr/?igsh=MTA0b2RwYnl0MmIxMg==
308,Andrea's Brasserie,https://www.instagram.com/reel/C1ehrMkLRuu/?igsh=MW50cHl2eXNoNDEwZg==
309,Ameil Gourment,https://www.instagram.com/reel/C1UTYaNL6h1/?igsh=NnE2dWNzdGtpdzgz
310,Maravanthe Coastal Cuisine,https://www.instagram.com/reel/C1RwdcPLrV4/?igsh=MWVtYmkwczB6bmo2Zw==
311,Societe Rangoon,https://www.instagram.com/reel/C0nu41NrgpK/?igsh=MWFzYzRnMTN4NHo2Yw==
312,Mahalakshmi  Tiffin Room,https://www.instagram.com/reel/C0de7GbLmQy/?igsh=MTdmMzJucXQ1eHl0NQ==
313,2 Moons,https://www.instagram.com/reel/C0ZZCJfhmPX/?igsh=MWJjN3p3c2J5ZHBldw==
314,One8 Commune,https://www.instagram.com/reel/C0WMFTkLbXX/?igsh=YThwcnRmcDU0NGFj
315,Juliet,https://www.instagram.com/reel/CzbYIt9B3Us/?igsh=ZmYweHFicHRqYW1n
316,Subz ,https://www.instagram.com/reel/C2uapFavk8p/?igsh=aGl4emk5Z2V5bzAz
317,The Hole in the Wall Cafe,https://www.instagram.com/reel/C3crSo2S90n/?igsh=MXdrMXJzaTBwanh5OA==
318,Amintri,https://www.instagram.com/reel/C3Ks8qgSdfc/?igsh=MXdyaWc4ZWs3cWtnNQ==
319,Khawa Karpo,https://www.instagram.com/reel/C2PK7NQPzgA/?igsh=M3ZoOTU1ajJ6bW44
320,Bistro Claytopia,https://www.instagram.com/reel/CtrHDITN0V8/?igsh=bWdkZ2cyZHFwbjho
321,Milano Ice Cream,https://www.instagram.com/reel/C3EocUcLQHB/?igsh=MWZmdnFqZ3pydTNuNw==
322,Yuki,https://www.instagram.com/reel/C2-A278rwkW/?igsh=MWs0NHBlcnppZXEyeA==
323,Aao Kachori Khao,https://www.instagram.com/reel/C1qnAmevzmc/?igsh=MTNsNmRibWxobXZjeQ==
324,Jayalakshmi fast food,https://www.instagram.com/reel/Cx4maBCv08A/?igsh=emg3emR6M2J0MXFi
325,Sri Vasavi Chats,https://www.instagram.com/reel/C3IAqh_tAw7/?igsh=Ymg2NjRtY2c0dWcw
326,New Lalbagh Grand,https://www.instagram.com/reel/C30P0PfPq3b/?igsh=azk5ZnI0cXdidXQx
327,Sadhguru chinese food corner,https://www.instagram.com/reel/C29y7peplsO/?igsh=Mmk4Z3c3ZmM4MTM=
328,Kinya coffee,https://www.instagram.com/reel/C3RmoAnLzmf/?igsh=ejVvMDhnMG4zZjZ4
329,HiSeoul,https://www.instagram.com/reel/C3mATsAvDiJ/?igsh=YWNpOWJ0bmttOXEx
330,Ichi ramen bowl,https://www.instagram.com/reel/C2WSZ4nrBeb/?igsh=MW51OTF0a3JwemdnNg==
331,Sagar Restaurant,https://www.instagram.com/reel/C3alQeXvHej/?igsh=MWlwdG8yYmIxbW9lag==
332,The Rameshwaram Café,https://www.instagram.com/reel/C4b67wlyQBh/?igsh=MXRteHVyaW9odnB1ZA==
333,Devaras,https://www.instagram.com/reel/C3IIRtvpEmB/?igsh=MWFtazk5dW1nYmMxcg==
334,Mad over grills,https://www.instagram.com/reel/C3-HIryyg97/?igsh=YXFob2RjdW1jY3N2
335,Orah brew garden,https://www.instagram.com/reel/C2Z-GjfLZ5U/?igsh=MXR4ZWk2ZDl1NTdsYg==
336,T-hut,https://www.instagram.com/reel/C1g1KhfrZG_/?igsh=dWE0aW5nYm5wdngy
337,The filter coffee,https://www.instagram.com/reel/Cy3achEJMKH/?igsh=bG03dTBmODNoanZi
338,Zama,https://www.instagram.com/reel/C3j88ckMY1X/?igsh=MWh5d3Frd3UzZGtvOA==
339,Farmhouse Kitchen & Bakery,https://www.instagram.com/reel/C0vwGcmsj_7/?igsh=a2M0YWRxZ2JmMHky
340,Coal Spark,https://www.instagram.com/reel/C0IsAIqSUcd/?igsh=MWRkbTd0dTR2dHM5dA==
341,Masala Love & Co,https://www.instagram.com/reel/C2xICZwLnOz/?igsh=MTA1Z3g1Y2plcXdkeQ==
342,Kumar's hot hot chinese food,https://www.instagram.com/reel/CzWPSkMPnpb/?igsh=eHNlODBjenlrMW42
343,Madhavan Park Bajji Shop,https://www.instagram.com/reel/Ck5q195gzi5/?igsh=dTBtMXc2dHlyeGZ4
344,Sree ganesha bombay vada pav,https://www.instagram.com/reel/C3VRUnLBopT/?igsh=MWNjNjZwN3oxaDVx
345,Kannadada thindi kendra,https://www.instagram.com/reel/C3atsKvPzOW/?igsh=NXI5N2Y2MXNsbzAz
346,High court pasta,https://www.instagram.com/reel/C1Z0Y9WPv2e/?igsh=MWFpMXE3a3l4ZXRv
347,Sidappa hotel,https://www.instagram.com/reel/C1Ha0gYLrE8/?igsh=dGhsZW12N25xbXg1
348,Champaca Bookstore,https://www.instagram.com/reel/Cu3ZQ0NJqeS/?igsh=MXZnajhybzlncTNsbw==
349,The Biere Club,https://www.instagram.com/reel/C24eDQdP5Wz/?igsh=eWg4amE2MHF2OXJx
350,Purred at charlie's cat café,https://www.instagram.com/reel/C3XincUSwVo/?igsh=MXhpbzNsN2JudzM2cg==
351,RR blue mount,https://www.instagram.com/reel/C2kIlg7PNjp/?igsh=MXBnZ2E0a3F5dXgwOA==
352,ITC Gardenia,https://www.instagram.com/reel/C3nNrq6Lnck/?igsh=MTJ6OWoxYnAzbno3OA==
353,Social,https://www.instagram.com/reel/C3kqfGSLjtI/?igsh=djV3enczYnc3OHc1
354,Socialize,https://www.instagram.com/reel/C334BXeoY-f/?igsh=NmFiczlmbjl2dGhy
355,Chandra sweets and salties,https://www.instagram.com/reel/C37VPGPPMSL/?igsh=MWVpd3h0b2w3a25yMA==
356,Hamza hotel,https://www.instagram.com/reel/C32ucUfvALc/?igsh=dW5iaXBobDV3b2Ux
357,Moglu ,https://www.instagram.com/reel/C3z0t_SvfeM/?igsh=eWhnanRkZDlueHh4
358,Pita works,https://www.instagram.com/reel/C3utXNdPYul/?igsh=MWx1am9qdHZ6ZTZxbQ==
359,Sonu chats,https://www.instagram.com/reel/C2mhnoXoUZ2/?igsh=MXMybXh4bmFkcm1nYQ==
360,Makkah café,https://www.instagram.com/reel/C3w1SVHJ76D/?igsh=ZDNhY2pud2sweHh3
361,Brahma bowl,https://www.instagram.com/reel/C30GGcfJUq0/?igsh=ZmlidmI2NnRwcm01
362,Cake wala,https://www.instagram.com/reel/C3zQjeLvy1z/?igsh=cDQ3MGx5MHBxc2Rj
363,Sri manjunatha condiments,https://www.instagram.com/reel/C3xS-hTvtnB/?igsh=ZzZqamR5aDhqYnFn
364,Hotel Navayuga,https://www.instagram.com/reel/C16GDr8yRkt/?igsh=ZmRocndjejl2c3Uy
365,Alice in gelatoland,https://www.instagram.com/reel/C2_oc1dRF5E/?igsh=MTU5OG5kazVhNzdqNA==
366,Café on the way,https://www.instagram.com/reel/C3ehdOUrmDn/?igsh=Z3FqbGExaWgyOW5n
367,Lakshmi Juice Centre,https://www.instagram.com/reel/C2aDhVHvEEb/?igsh=MWgxemxqZ2Nka25nNQ==
368,Roots and fern,https://www.instagram.com/reel/C3nC1PsP04G/?igsh=eDN1MzhjM3BpY3c0
369,Cocoberrys,https://www.instagram.com/reel/C3hOjkjvF51/?igsh=MXcyYnV6b3o2b3Rrbw==
370,Café stone,https://www.instagram.com/reel/CpwpgYxvBQM/?igsh=d3V3Nzkzb2g5bmRv
371,Kolkata's famous churmur,https://www.instagram.com/reel/C2HQ4IUv7-T/?igsh=MXhlY2xlbmJ5aDdjNg==
372,Al amanah café,https://www.instagram.com/reel/C3w9CmjPxyC/?igsh=MXM3Y3lkZTRtaTU0eQ==
373,Oh!bambai,https://www.instagram.com/reel/C111e0Ov8CH/?igsh=dWV4ejlja2J4cDc4
374,The spice studio ,https://www.instagram.com/reel/C2PYXhKPTai/?igsh=MWJmbW9jM2YyemtoMg==
375,Arabian hot spot,https://www.instagram.com/reel/CzV9cY5LhEm/?igsh=MWdrY25mc3hnbngyaw==
376,Smoky docky,https://www.instagram.com/reel/C1TmvWxr3Bd/?igsh=MTJsOWhzYzdraWR0eg==
377,Bob's street ,https://www.instagram.com/reel/C1zL_neynCh/?igsh=dWlzNjdoeXV3bDAw
378,Eden park,https://www.instagram.com/reel/C1qhC7LPyMe/?igsh=YmJjYTdxb3dpZzky
379,Gardi ustad pehlwan kale bhai's Briyani center,https://www.instagram.com/reel/CxsgE4IR0Lj/?igsh=MWh1OGRzYmZwc2tlZA==
380,Fry theory,https://www.instagram.com/reel/C18XviiS9GE/?igsh=NG51bHNmbTgwZGpl
381,Juice junction,https://www.instagram.com/reel/C3FpvSjPtIQ/?igsh=MXhuMTZpazIwN20zMw==
382,Madesh tender coconut,https://www.instagram.com/reel/C3wcmc9rMz2/?igsh=OWliNncwNWJyY2g5
383,Shivanna gulkand store,https://www.instagram.com/reel/C36iN72SUfo/?igsh=dzA2dXdiNmd1NXRz
384,Sree saravana chats,https://www.instagram.com/reel/C31Y12nyW3a/?igsh=ODR1bTQ3MmRudHB6
385,Sri Gurudeva eating house,https://www.instagram.com/reel/C3l7kKNv1PE/?igsh=NzN3Y2M2MmMyMHJz
386,Byg brewski brewing company,https://www.instagram.com/reel/C3RVXoFvHqg/?igsh=MXM0ODZremp5YWgycA==
387,Absolute barbecues,https://www.instagram.com/reel/C2qtUqqI9On/?igsh=eHdzYnpkYmZsZXJv
388,Pop eats,https://www.instagram.com/reel/C2bSxwOSGIv/?igsh=MXY4OGZyczU2MWFrag==
389,The Rajputana ,https://www.instagram.com/reel/C2WWr9rLrBK/?igsh=MW84NmYyZ29zNWJncQ==
390,Food springs,https://www.instagram.com/reel/C0sliIALD_l/?igsh=Zmc0MDNpcDN3b2Mw
391,TAG restaurant,https://www.instagram.com/reel/C1KBMbTrXsK/?igsh=djE5MnV0cW1qaDhp
392,Poonam Sweet Center,https://www.instagram.com/reel/CTPHSaKHbCe/?igsh=MWcxdWxlZmJpcXgxbg%3D%3D
393,savi ruchi egg rice,https://www.instagram.com/reel/C4AF2ESP1jN/?igsh=MXVhb3JtZjRwenUyaQ==
394,Doosri Biwi,https://www.instagram.com/reel/CgHQLhMDJ6b/?igsh=d3RvY2Y3ZXV6cjk2
395,Chai Kraft,https://www.instagram.com/reel/CKBPWvmJ7yx/?igsh=dHQ0eG9kdXJwbzh2
396,Kunkal Coffee,https://www.instagram.com/reel/CuuKkA4t-Y7/?igsh=MWNncXR6aTRpa2FveQ%3D%3D
397,Chandranna Thindi Mane,https://www.instagram.com/reel/C3ruNhrPreB/?igsh=aWV5Z3h3b3lwaWY1
398,Anna Kuteera,https://www.instagram.com/reel/CZ9qKaRBdi-/?igsh=MTJoNWFwYnRqc2N5OQ%3D%3D
399,Mitti Café,https://www.instagram.com/reel/C07VOgRBiWL/?igsh=MWg4MTBoMmNlazZhYg%3D%3D
400,RR Vatika,https://www.instagram.com/nimma_thindipotha/reel/CvYoxKUth49/
